sample_index,mac_horizontal_shift,mac_vertical_shift,dwl_pct_loss,price,mitigation,mitigation_pct
mac_p054_h0p2_v225,0.2,225.0,0.5244911894134653,315.96589027795443,0.1347887747088929,13.47887747088929
mac_p065_h0p25_v225,0.25,225.0,0.4244909102907737,321.3948387392573,0.1017631389662142,10.17631389662142
mac_p076_h0p3_v225,0.3,225.0,0.3356654418639551,327.66747014927006,0.0705864887836455,7.05864887836455
mac_p087_h0p35_v225,0.35,225.0,0.2471672999923796,333.0259490937681,0.0360471822817231,3.60471822817231
mac_p098_h0p4_v225,0.4,225.0,0.1765099957854835,338.0276279153589,0.0,0.0
mac_p109_h0p45_v225,0.45,225.0,0.1216637540332601,357.3244818254141,0.0,0.0
mac_p120_h0p5_v225,0.5,225.0,0.0735709505578914,378.96553507892486,0.0,0.0
mac_p011_h0_v250,0.0,250.0,0.6778417028917999,302.6689607288937,0.1827603381438456,18.276033814384558
mac_p022_h0p05_v250,0.05,250.0,0.6020240155490744,308.10531360416246,0.1566554038003908,15.665540380039081
mac_p033_h0p1_v250,0.1,250.0,0.5216333943059938,313.57225299129516,0.1294331391146838,12.94331391146838
mac_p044_h0p15_v250,0.15,250.0,0.4335507320695583,318.9408144786777,0.1006998337302727,10.06998337302727
mac_p055_h0p2_v250,0.2,250.0,0.3592442185282511,324.30087975261995,0.0709461520262027,7.094615202620271
mac_p066_h0p25_v250,0.25,250.0,0.2902488610609447,330.4755402523845,0.0431607782093148,4.31607782093148
mac_p077_h0p3_v250,0.3,250.0,0.2224020175461717,335.59055058662517,0.0107430248396141,1.0743024839614101
mac_p088_h0p35_v250,0.35,250.0,0.162282830166633,347.783464465735,0.0,0.0
mac_p099_h0p4_v250,0.4,250.0,0.1154915067382698,364.99004708738295,0.0,0.0
mac_p110_h0p45_v250,0.45,250.0,0.070571963911485,384.2869009974382,0.0,0.0
mac_p121_h0p5_v250,0.5,250.0,0.0370958568423925,405.9279542509489,0.0,0.0
