delay_year,partial_mitigation_pct,dwl_phi,dwl_pct,dwl_billions,dwl_phi_loss,dwl_pct_loss,dwl_billions_loss,utility_loss_raw,utility_loss_loss,share_of_loss_avoided,share_of_dwl_avoided,welfare_loss,reentry_price_increase,m_partial_period0,residual_emissions_delay_window_gtco2,dwl_trillions_loss,share_of_dwl_avoided_pct,share_of_loss_avoided_pct,marginal_dwl_avoided_pp
15,25,0.2132968839384079,21.32968839384079,12745.312142716311,0.2132968839384079,21.32968839384079,12745.312142716311,0.0870161918100862,0.0870161918100862,0.4096564996727045,0.4596103222788937,0.0870161918100862,24.260097616629793,0.25,489.36702728271484,12.745312142716312,45.96103222788937,40.96564996727045,2.8658868975050034
15,30,0.1846380149633578,18.463801496335787,11022.290853462026,0.1846380149633578,18.463801496335787,11022.290853462026,0.0764739739929929,0.0764739739929929,0.4811780135185249,0.5322178385413008,0.0764739739929929,22.126604516838658,0.3,456.74278259277344,11.022290853462026,53.22178385413008,48.11780135185249,2.8609109382481233
15,35,0.1560289055808766,15.602890558087664,9303.174016218534,0.1560289055808766,15.602890558087664,9303.174016218534,0.0656345662683151,0.0656345662683151,0.5547157513182537,0.6046992884041652,0.0656345662683151,14.972381987045054,0.35,424.11829948425293,9.303174016218534,60.46992884041652,55.47157513182537,2.2053931598122656
15,40,0.133974973982754,13.397497398275398,7976.301783493379,0.133974973982754,13.397497398275398,7976.301783493379,0.0570555985531271,0.0570555985531271,0.612917997645378,0.6605731332008581,0.0570555985531271,15.47478898628654,0.4,391.4938163757324,7.976301783493379,66.05731332008581,61.2917997645378,2.5833372335171134
15,45,0.1081416016475828,10.814160164758285,6426.6256112232395,0.1081416016475828,10.814160164758285,6426.6256112232395,0.0467337115994972,0.0467337115994972,0.6829447219530513,0.7260222269376593,0.0467337115994972,9.633086831846043,0.45,358.8693332672119,6.42662561122324,72.60222269376592,68.29447219530513,2.045859579569619
15,50,0.0876830058518866,8.768300585188666,5199.484336377809,0.0876830058518866,8.768300585188666,5199.484336377809,0.0383469796087432,0.0383469796087432,0.7398427844485274,0.7778542733535605,0.0383469796087432,11.829117617840836,0.5,326.2448501586914,5.199484336377809,77.78542733535605,73.98427844485273,1.8512948531339672
15,55,0.0691700573205469,6.917005732054698,4091.092478812582,0.0691700573205469,6.917005732054698,4091.092478812582,0.0305901919632525,0.0305901919632525,0.7924671187784942,0.8247570039785748,0.0305901919632525,15.693321400973502,0.55,293.6203670501709,4.091092478812582,82.47570039785748,79.24671187784942,1.9605216474661145
15,60,0.0495648408458858,4.956484084588584,2922.5996433106648,0.0495648408458858,4.956484084588584,2922.5996433106648,0.0221836423168575,0.0221836423168575,0.849499630092702,0.8744270057937626,0.0221836423168575,14.515362148261572,0.6,260.9958839416504,2.9225996433106647,87.44270057937626,84.9499630092702,1.2456702417318373
15,65,0.0371081384285674,3.7108138428567465,2180.2710700335947,0.0371081384285674,3.7108138428567465,2180.2710700335947,0.0167435861382401,0.0167435861382401,0.8864065751066974,0.9059861794697652,0.0167435861382401,9.918610112365712,0.65,228.37140083312988,2.1802710700335948,90.59861794697652,88.64065751066974,1.4555806335575086
15,70,0.0225523320929923,2.255233209299238,1319.5292770936849,0.0225523320929923,2.255233209299238,1319.5292770936849,0.0102731728392733,0.0102731728392733,0.9303037666065624,0.9428634528242305,0.0102731728392733,8.332231459501429,0.7,195.74691772460983,1.3195292770936848,94.28634528242304,93.03037666065624,0.8870647632577691
15,75,0.0136816844604146,1.368168446041469,796.6337630361609,0.0136816844604146,1.368168446041469,796.6337630361609,0.0062717945322354,0.0062717945322354,0.9574502967726488,0.9653373227037844,0.0062717945322354,4.904340449657127,0.75,163.12243461608887,0.7966337630361608,96.53373227037844,95.74502967726488,1.0245956635560334
15,80,0.0034357278248543,0.3435727824854356,198.92726577497135,0.0034357278248543,0.3435727824854356,198.92726577497135,0.0015865178176994,0.0015865178176994,0.9892365953697858,0.9912955509816702,0.0015865178176994,1.342084397866671,0.8,130.49795150756836,0.19892726577497136,99.12955509816702,98.92365953697858,0.2131204398423229
15,85,0.0013045234264311,0.1304523426431127,75.05886036981266,0.0013045234264311,0.1304523426431127,75.05886036981266,0.000603965766956,0.000603965766956,0.9959025181690226,0.9966949775309784,0.000603965766956,-5.10547628349849,0.8483501598760312,98.9499282836914,0.07505886036981266,99.66949775309783,99.59025181690227,0.1304523426431127
15,90,-0.0007109494003926,-0.0710949400392667,-40.64341122756175,0.0,0.0,0.0,-0.0003299770778006,0.0,1.0,1.0,-0.0003299770778006,0.2594949397907271,0.8918725542763541,70.5521297454834,0.0,100.0,100.0,0.0
15,95,0.0003467074409542,0.034670744095427,19.818134202897237,0.0003467074409542,0.034670744095427,19.818134202897237,0.0001608209522458,0.0001608209522458,0.9989089432449312,0.9991216134112166,0.0001608209522458,0.2880085955838183,0.8926301241939345,70.05764961242676,0.01981813420289724,99.91216134112166,99.89089432449312,0.034670744095427
15,100,-0.0020497956869344,-0.204979568693444,-117.13233973033071,0.0,0.0,0.0,-0.0009522126474763,0.0,1.0,1.0,-0.0009522126474763,1.5327552320810869,0.8945708907246027,68.79140853881836,0.0,100.0,100.0,
