Year;Node;Utility;Consumption;Cost;CertainEquivalence;Utility;Consumption;Cost;CertainEquivalence
2150;124;27.90958413447269;6.41284317264612;0.00029966238464441145;0.6706796190390457;27.9096156894852;6.412868448019675;0.00029660206568410635;0.6706795410735393
2150;125;27.900200440904936;6.411733218665872;0.0002937504137372316;0.6707050436910343;27.90020751336639;6.411745042834254;0.00029121448049929056;0.6707050283586417
2150;126;27.92455526565337;6.426024501239124;2.468174610427988e-05;0.6706430506325581;27.924549758553486;6.426014986232879;2.598516437944466e-05;0.67064306245749
2200;127;39.37302084073146;13.344537321677947;0.0005499078726646654;0.6463396492638206;39.37297124619188;13.344520238083065;0.0005499147273330079;0.646339739680771
2200;128;39.52091471919091;13.394638803118307;0.0005499078726646654;0.646070451919458;39.52087920407202;13.394626488862817;0.0005499147273330079;0.6460705163863162
2200;129;39.52091471919091;13.394638803118307;0.0005499078726646654;0.646070451919458;39.52087920407202;13.394626488862817;0.0005499147273330079;0.6460705163863162
2200;130;39.52091471919091;13.394638803118307;0.0005499078726646654;0.646070451919458;39.52087920407202;13.394626488862817;0.0005499147273330079;0.6460705163863162
2200;131;39.45801278725383;13.37281994616541;0.000562195510572845;0.6461847307851056;39.4580553708925;13.37283472049608;0.0005621870953690854;0.6461846533521758
2200;132;39.082938512247665;13.243094853879759;0.0006406235291855222;0.6468704428290563;39.08300178578443;13.243116682803425;0.0006406095803474859;0.6468703265281724
2200;133;38.993397413439304;13.212215488531372;0.0006606500111228963;0.6470352368854927;38.993415983256384;13.212221888571028;0.0006606458010960653;0.647035202664881
2200;134;38.93988267351415;13.193776507366607;0.000672887332315443;0.6471339302813006;38.93976793678314;13.193736964516932;0.0006729138233029673;0.6471341420423594
2200;135;39.65513351245471;13.440105328459431;0.0005499078726646654;0.645827112787855;39.65511077489541;13.44009734232527;0.0005499147273330079;0.6458271538900763
2200;136;39.65513351245471;13.440105328459431;0.0005499078726646654;0.645827112787855;39.65511077489541;13.44009734232527;0.0005499147273330079;0.6458271538900763
2200;137;39.614885974256836;13.425960069896764;0.000562195510572845;0.6458999070314742;39.6149132120983;13.425969646288996;0.0005621870953690854;0.6458998577401721
2200;138;39.37378771202771;13.34161695290636;0.0006406235291855222;0.6463377590142895;39.37382858498587;13.341631196091761;0.0006406095803474859;0.6463376845254691
2200;139;39.31591731435087;13.321462351699445;0.0006606500111228963;0.6464433127908755;39.31592932709469;13.32146653133795;0.0006606458010960653;0.6464432908614873
2200;140;39.28128862698408;13.309418617379956;0.000672887332315443;0.6465065594925109;39.28121440262806;13.309392792772803;0.0006729138233029673;0.6465066951227144
2200;141;39.65513351245471;13.440105328459431;0.0005499078726646654;0.645827112787855;39.65511077489541;13.44009734232527;0.0005499147273330079;0.6458271538900763
2200;142;39.614885974256836;13.425960069896764;0.000562195510572845;0.6458999070314742;39.6149132120983;13.425969646288996;0.0005621870953690854;0.6458998577401721
2200;143;39.37378771202771;13.34161695290636;0.0006406235291855222;0.6463377590142895;39.37382858498587;13.341631196091761;0.0006406095803474859;0.6463376845254691
2200;144;39.31591731435087;13.321462351699445;0.0006606500111228963;0.6464433127908755;39.31592932709469;13.32146653133795;0.0006606458010960653;0.6464432908614873
2200;145;39.28128862698408;13.309418617379956;0.000672887332315443;0.6465065594925109;39.28121440262806;13.309392792772803;0.0006729138233029673;0.6465066951227144
2200;146;39.47262032020636;13.376091249290964;0.000607639567404248;0.6461578973787823;39.472466327238514;13.376037390009424;0.0006076903992809951;0.6461581772133647
2200;147;39.24806465900052;13.297811866057721;0.0006850160264440855;0.6465672907922424;39.248020197417354;13.29779637879599;0.0006850322501097959;0.6465673721104535
2200;148;39.1890125126203;13.27729000442391;0.0007067328831167716;0.6466753921254914;39.188997532765484;13.277284790262815;0.0007067385082282123;0.6466754195693764
2200;149;39.14655832006746;13.26254938164092;0.0007227309169260471;0.6467532229586802;39.146432780126304;13.26250577635841;0.0007227787963560931;0.6467534532461813
2200;150;38.79409527013845;13.140270410233374;0.0008693021543228943;0.6474030469467688;38.79418043886562;13.140299888844222;0.0008692637863110013;0.6474028891225632
2200;151;38.73396675452049;13.119459340182942;0.0008968223151844761;0.6475145659335807;38.73380754043419;13.119404215495264;0.0008968963599003579;0.6475148614764193
2200;152;38.661484963756195;13.094374867060674;0.000931114475087181;0.6476492524049163;38.66103055969642;13.094217575604652;0.0009313335297792554;0.6476500976628068
2200;153;38.44957746180067;13.021044673279592;0.0010387644852438709;0.6480446362699988;38.44937336536231;13.020974037944242;0.001038873755737284;0.6480450182438431
2200;154;38.39283957718588;13.00138017301508;0.001069559461220275;0.6481509055551636;38.39292249027189;13.001409013625054;0.0010695137965785289;0.648150750149457
2200;155;38.342830276274846;12.984042215169127;0.0010973361251768062;0.6482447161057054;38.342870603627944;12.984056177198461;0.0010973134495733373;0.6482446403993659
2200;156;39.84753124724234;13.505321097125758;0.0005499078726646654;0.6454798928230545;39.84752682584806;13.505319319114106;0.0005499147273330079;0.6454799007383277
2200;157;39.83975795519217;13.5021826092301;0.000562195510572845;0.6454938083177387;39.839763195393914;13.502184729861243;0.0005621870953690854;0.6454937989366356
2200;158;39.789337755142164;13.482310717477853;0.0006406235291855222;0.6455842159068566;39.78934847599799;13.482314726409687;0.0006406095803474859;0.6455841966369557
2200;159;39.7740974261946;13.476625365513101;0.0006606500111228963;0.6456116170990038;39.77410061284774;13.476626549511614;0.0006606458010960653;0.645611611367649
2200;160;39.764890143193746;13.47320973664293;0.000672887332315443;0.6456281797965626;39.76487045016217;13.473202419911072;0.0006729138233029673;0.6456282152245902
2200;161;39.81175197502441;13.491038714782864;0.000607639567404248;0.6455439935500784;39.81172096933241;13.491026536566135;0.0006076903992809951;0.6455440491565622
2200;162;39.75641231342718;13.470001696446282;0.0006850160264440855;0.6456434244230862;39.75640066030089;13.469997344067018;0.0006850322501097959;0.6456434453886782
2200;163;39.74059983000221;13.464154646650428;0.0007067328831167716;0.6456718885398769;39.740595878061676;13.464153175093353;0.0007067385082282123;0.6456718956537844
2200;164;39.729161815465325;13.459939981469589;0.0007227309169260471;0.6456924882474532;39.729128073300025;13.45992752906927;0.0007227787963560931;0.6456925490234241
2200;165;39.62772513091174;13.422518487618587;0.0008693021543228943;0.6458754555992627;39.62775326456961;13.422528582349944;0.0008692637863110013;0.6458754047373694
2200;166;39.60787446963538;13.41539577892054;0.0008968223151844761;0.6459113529244745;39.60782195911564;13.41537691610856;0.0008968963599003579;0.6459114479060757
2200;167;39.58389571009848;13.406793807870276;0.000931114475087181;0.64595474229589;39.583745393182696;13.4067398484069;0.0009313335297792554;0.6459550143795618
2200;168;39.51345931753329;13.381530981027241;0.0010387644852438709;0.6460823659346262;39.51339127905107;13.38150656776546;0.001038873755737284;0.6460824893338325
2200;169;39.49438297556243;13.374388026689546;0.001069559461220275;0.6461169273692;39.4944112458042;13.374399542857642;0.0010695137965785289;0.64611687628056
2200;170;39.475857540378094;13.367453723732266;0.0010973361251768062;0.6461505087651126;39.4758732305761;13.367459300267276;0.0010973134495733373;0.6461504802700878
2200;171;39.795549250783864;13.484549171809157;0.0006342033715021938;0.6455730393216624;39.795412899751355;13.48449791219249;0.0006343837768649935;0.6455732843184009
2200;172;39.73453860143518;13.461894768264091;0.0007159785465672976;0.6456827998642045;39.734480146594585;13.461873128605408;0.0007160622635736265;0.6456829051263063
2200;173;39.71791335972244;13.455773396190589;0.0007395326589689218;0.6457127496392788;39.717872291879026;13.455758244426793;0.0007395928399914502;0.645712823634022
2200;174;39.705850290820784;13.451344774878173;0.000756974311414965;0.6457344915086233;39.70578913048936;13.451322278964277;0.0007570646059130885;0.6457346017530581
2200;175;39.60554413791082;13.414549394985183;0.000900433546729498;0.6459155667621671;39.60561115754535;13.414573450613448;0.0009003386368737202;0.6459154455256748
2200;176;39.58511304093137;13.407222047322334;0.0009296449969320052;0.6459525375431435;39.58510507789313;13.407219189786753;0.0009296561433304727;0.6459525519564033
2200;177;39.55990710361343;13.398182299749521;0.0009668790848927608;0.6459981777410693;39.55979309667679;13.398141389102715;0.0009670504113060642;0.645998384242176
2200;178;39.490936836467405;13.37297143389752;0.001075354696456524;0.6461231534013275;39.49087846457992;13.372947688456145;0.0010754490771427221;0.6461232589035909
2200;179;39.472367902074936;13.366208320110868;0.0011025446766933565;0.6461568458301457;39.472470485890064;13.366244760215247;0.0011023958826160204;0.6461566595062224
2200;180;39.451403324935036;13.358766001079998;0.0011332260416323165;0.6461949359988955;39.45148553415002;13.358795219724767;0.0011331036326670478;0.6461947865959435
2200;181;39.53146138036943;13.387951514580935;0.0010108238986499389;0.646049718462458;39.53150660529437;13.38796773064813;0.00101075291367502;0.6460496364792854
2200;182;39.51194945439101;13.38095627450216;0.001041747134234827;0.6460850993047206;39.51201819794601;13.380980958334373;0.0010416361225236014;0.6460849746244205
2200;183;39.494011452071064;13.374192082492517;0.0010706489764655243;0.6461175918974047;39.49398073145446;13.37417960731701;0.0010706981113469331;0.6461176474208998
2200;184;39.41537183640423;13.345943221669637;0.0011880620760336843;0.6462604485575272;39.41535805811855;13.345938335133058;0.0011880830696482268;0.646260473624555
2200;185;39.38967895615514;13.33680629776913;0.0012285221501983313;0.6463072050382113;39.38975631034914;13.336833836305077;0.0012283980356363135;0.6463070642211387
2200;186;39.36896293933029;13.329433784137183;0.0012620859674841143;0.6463449283108915;39.369015261168265;13.329452427681938;0.0012619997708369604;0.6463448330101468
2200;187;39.247458906945866;13.285306322473765;0.0014684519272352154;0.6465664903655493;39.24741172556568;13.285289576920226;0.0014685305515343896;0.6465665766087222
2200;188;39.21940679888532;13.275350051024017;0.0015156322648113678;0.6466177873079098;39.21929260724684;13.275309488278348;0.0015158273797425618;0.6466179962001638
2200;189;39.192296011513896;13.265715400819564;0.001562622461937652;0.6466673996786952;39.19228664328842;13.265712070142078;0.0015626389596225347;0.6466674168287836
2200;190;39.07301518408913;13.223160347053406;0.001786731120563498;0.6468861094160191;39.073015048692305;13.22316030327202;0.0017867311290290081;0.6468861096654049
2200;191;39.90347284335198;13.527707339351846;0.00010040159402488637;0.6453798057958086;39.903442436141944;13.52750176101784;0.00011493940204029184;0.6453798307173572
2200;192;39.892516781867435;13.522258761856504;0.00016903006733711893;0.6453992333980919;39.89250526266136;13.522186883800934;0.0001740424932578746;0.6453992437542946
2200;193;39.88931294207104;13.520775857687411;0.00018574685024480558;0.6454049324505164;39.889304999176815;13.520740359095154;0.0001881567837074752;0.6454049417337377
